"gbd_condition","ontology_id","channels","channel_details"
"Liver cancer due to hepatitis B","EFO:0007540","embedding","sim=0.9311 rank=10 label='animal viral hepatitis'"
"Liver cancer due to hepatitis B","HP:0012115","",""
"Liver cancer due to hepatitis B","MONDO:0001505","embedding","sim=0.934 rank=7 label='alcoholic hepatitis'"
"Liver cancer due to hepatitis B","MONDO:0002691","",""
"Liver cancer due to hepatitis B","MONDO:0004992","",""
"Liver cancer due to hepatitis B","MONDO:0005231","embedding","sim=0.9405 rank=6 label='hepatitis C virus infection'"
"Liver cancer due to hepatitis B","MONDO:0005344","embedding","sim=0.9466 rank=4 label='hepatitis B virus infection'"
"Liver cancer due to hepatitis B","MONDO:0005354","embedding","sim=0.9471 rank=3 label='chronic hepatitis C virus infection'"
"Liver cancer due to hepatitis B","MONDO:0005366","embedding","sim=0.9528 rank=1 label='chronic hepatitis B virus infection'"
"Liver cancer due to hepatitis B","MONDO:0005448","embedding","sim=0.9336 rank=9 label='hepatitis C induced liver cirrhosis'"
"Liver cancer due to hepatitis B","MONDO:0005790","embedding","sim=0.9433 rank=5 label='hepatitis A virus infection'"
"Liver cancer due to hepatitis B","MONDO:0006011","embedding","sim=0.934 rank=8 label='viral hepatitis'"
"Liver cancer due to hepatitis B","MONDO:0100370","embedding","sim=0.9497 rank=2 label='acute hepatitis B virus infection'"
"Liver cancer due to hepatitis C","EFO:0008505","embedding","sim=0.9346 rank=10 label='hepatitis virus-related hepatocellular carcinoma'"
"Liver cancer due to hepatitis C","HP:0012115","",""
"Liver cancer due to hepatitis C","MONDO:0001505","embedding","sim=0.9352 rank=8 label='alcoholic hepatitis'"
"Liver cancer due to hepatitis C","MONDO:0002691","",""
"Liver cancer due to hepatitis C","MONDO:0004992","",""
"Liver cancer due to hepatitis C","MONDO:0005231","embedding","sim=0.9449 rank=3 label='hepatitis C virus infection'"
"Liver cancer due to hepatitis C","MONDO:0005344","embedding","sim=0.9354 rank=7 label='hepatitis B virus infection'"
"Liver cancer due to hepatitis C","MONDO:0005354","embedding","sim=0.9527 rank=1 label='chronic hepatitis C virus infection'"
"Liver cancer due to hepatitis C","MONDO:0005366","embedding","sim=0.945 rank=2 label='chronic hepatitis B virus infection'"
"Liver cancer due to hepatitis C","MONDO:0005448","embedding","sim=0.943 rank=4 label='hepatitis C induced liver cirrhosis'"
"Liver cancer due to hepatitis C","MONDO:0005790","embedding","sim=0.9409 rank=6 label='hepatitis A virus infection'"
"Liver cancer due to hepatitis C","MONDO:0006011","embedding","sim=0.9349 rank=9 label='viral hepatitis'"
"Liver cancer due to hepatitis C","MONDO:0100370","embedding","sim=0.9418 rank=5 label='acute hepatitis B virus infection'"
"Liver cancer due to other causes","EFO:0005606","embedding","sim=0.8681 rank=8 label='family history of breast cancer'"
"Liver cancer due to other causes","EFO:0006953","embedding","sim=0.8821 rank=2 label='family history of lung cancer'"
"Liver cancer due to other causes","EFO:0009640","embedding","sim=0.8764 rank=3 label='family history of cancer'"
"Liver cancer due to other causes","EFO:0010671","embedding","sim=0.8717 rank=5 label='arterial embolism'"
"Liver cancer due to other causes","EFO:0600083","embedding","sim=0.8702 rank=6 label='family history of prostate cancer'"
"Liver cancer due to other causes","MONDO:0002326","embedding","sim=0.8697 rank=7 label='alcohol-induced mental disorder'"
"Liver cancer due to other causes","MONDO:0002691","",""
"Liver cancer due to other causes","MONDO:0004992","",""
"Liver cancer due to other causes","MONDO:0005401","embedding","sim=0.8679 rank=10 label='colonic neoplasm'"
"Liver cancer due to other causes","MONDO:0021698","embedding","sim=0.8751 rank=4 label='alcohol-related disorders'"
"Liver cancer due to other causes","MONDO:0023370","embedding","sim=0.8846 rank=1 label='neoplastic disease or syndrome'"
"Liver cancer due to other causes","OBA:2045296","embedding","sim=0.8679 rank=9 label='defense response to other organism process attribute'"
"Low back pain","HP:0002027","embedding","sim=0.9141 rank=7 label='Abdominal pain'"
"Low back pain","HP:0003418","embedding","sim=0.9472 rank=2 label='Back pain'"
"Low back pain","HP:0003419","embedding","sim=1 rank=1 label='Low back pain'"
"Low back pain","HP:0009763","embedding","sim=0.9133 rank=8 label='Limb pain'"
"Low back pain","HP:0012514","embedding","sim=0.9435 rank=3 label='Lower limb pain'"
"Low back pain","HP:0012531","",""
"Low back pain","HP:0030833","embedding","sim=0.9305 rank=4 label='Neck pain'"
"Low back pain","HP:0030834","embedding","sim=0.9213 rank=5 label='Shoulder pain'"
"Low back pain","HP:0030839","embedding","sim=0.9169 rank=6 label='Knee pain'"
"Low back pain","HP:0100749","embedding","sim=0.9093 rank=10 label='Chest pain'"
"Low back pain","MONDO:0024317","embedding","sim=0.91 rank=9 label='chronic pain syndrome'"
"Lower extremity peripheral arterial disease","EFO:0008493","embedding","sim=0.8907 rank=8 label='cerebral small vessel disease'"
"Lower extremity peripheral arterial disease","EFO:0009512","embedding","sim=0.9094 rank=3 label='lower extremity fracture'"
"Lower extremity peripheral arterial disease","EFO:0009514","embedding","sim=0.9098 rank=2 label='upper extremity fracture'"
"Lower extremity peripheral arterial disease","EFO:1001495","embedding","sim=0.8876 rank=10 label='small artery occlusion'"
"Lower extremity peripheral arterial disease","HP:0100545","embedding","sim=0.8885 rank=9 label='Arterial stenosis'"
"Lower extremity peripheral arterial disease","HP:0100559","embedding","sim=0.893 rank=6 label='Lower limb asymmetry'"
"Lower extremity peripheral arterial disease","MONDO:0000001","",""
"Lower extremity peripheral arterial disease","MONDO:0002286","embedding","sim=0.8969 rank=4 label='renal artery disease'"
"Lower extremity peripheral arterial disease","MONDO:0005386","embedding","sim=0.9178 rank=1 label='peripheral arterial disease'"
"Lower extremity peripheral arterial disease","MONDO:0006693","embedding","sim=0.8949 rank=5 label='cerebral arterial disease'"
"Lower extremity peripheral arterial disease","OBA:2045254","embedding","sim=0.8909 rank=7 label='carotid artery circumferential wall stress'"
"Lower respiratory infections","EFO:0000544","",""
"Lower respiratory infections","EFO:1001418","embedding","sim=0.902 rank=7 label='Salmonella Infections'"
"Lower respiratory infections","MONDO:0000270","embedding","sim=0.9231 rank=2 label='lower respiratory tract disorder'"
"Lower respiratory infections","MONDO:0001208","embedding","sim=0.919 rank=4 label='acute respiratory failure'"
"Lower respiratory infections","MONDO:0004867","embedding","sim=0.9207 rank=3 label='upper respiratory tract disorder'"
"Lower respiratory infections","MONDO:0005087","embedding","sim=0.9094 rank=5 label='respiratory system disorder'"
"Lower respiratory infections","MONDO:0005113","embedding","sim=0.9008 rank=9 label='bacterial infectious disease'"
"Lower respiratory infections","MONDO:0006012","embedding","sim=0.9003 rank=10 label='viral pneumonia'"
"Lower respiratory infections","MONDO:0021113","embedding","sim=0.9044 rank=6 label='respiratory failure'"
"Lower respiratory infections","MONDO:0021201","embedding","sim=0.9015 rank=8 label='skin infection'"
"Lower respiratory infections","MONDO:0024355","embedding","sim=0.9271 rank=1 label='respiratory tract infectious disorder'"
"Lymphatic filariasis","MONDO:0000254","embedding","sim=0.9118 rank=7 label='cutaneous mycosis'"
"Lymphatic filariasis","MONDO:0000612","embedding","sim=0.9113 rank=9 label='lymphatic system cancer'"
"Lymphatic filariasis","MONDO:0002013","embedding","sim=0.9117 rank=8 label='lymphangioma'"
"Lymphatic filariasis","MONDO:0002040","embedding","sim=0.9199 rank=3 label='dermatomycosis'"
"Lymphatic filariasis","MONDO:0005445","embedding","sim=0.9193 rank=4 label='visceral leishmaniasis'"
"Lymphatic filariasis","MONDO:0005446","embedding","sim=0.9203 rank=2 label='cutaneous leishmaniasis'"
"Lymphatic filariasis","MONDO:0005761","embedding","sim=0.9453 rank=1 label='filarial elephantiasis'"
"Lymphatic filariasis","MONDO:0008171","embedding","sim=0.9132 rank=6 label='nephrolithiasis'"
"Lymphatic filariasis","MONDO:0011705","embedding","sim=0.9107 rank=10 label='lymphangioleiomyomatosis'"
"Lymphatic filariasis","MONDO:0024647","embedding","sim=0.9138 rank=5 label='urolithiasis'"
"Major depressive disorder","EFO:0007634","embedding","sim=0.9718 rank=2 label='major depressive episode'"
"Major depressive disorder","EFO:0007704","embedding","sim=0.8902 rank=9 label='depressive episode measurement'"
"Major depressive disorder","HP:0012076","embedding","sim=0.8874 rank=10 label='Borderline personality disorder'"
"Major depressive disorder","MONDO:0001942","embedding","sim=0.8922 rank=6 label='generalized anxiety disorder'"
"Major depressive disorder","MONDO:0002009","embedding","sim=1 rank=1 label='major depressive disorder'"
"Major depressive disorder","MONDO:0002025","embedding","sim=0.8918 rank=7 label='psychiatric disorder'"
"Major depressive disorder","MONDO:0002050","embedding","sim=0.9716 rank=3 label='depressive disorder'"
"Major depressive disorder","MONDO:0004359","embedding","sim=0.8905 rank=8 label='delusional disorder'"
"Major depressive disorder","MONDO:0005485","embedding","sim=0.905 rank=5 label='psychotic disorder'"
"Major depressive disorder","MONDO:0041086","embedding","sim=0.9352 rank=4 label='mixed anxiety and depressive disorder'"
"Malaria","EFO:0000544","embedding","sim=0.8729 rank=9 label='infection'"
"Malaria","EFO:0004352","embedding","sim=0.8914 rank=5 label='mortality'"
"Malaria","EFO:0007624","embedding","sim=0.8726 rank=10 label='suicide'"
"Malaria","EFO:0010970","",""
"Malaria","EFO:0011061","embedding","sim=0.8788 rank=7 label='toxicity'"
"Malaria","HP:0000739","embedding","sim=0.8801 rank=6 label='Anxiety'"
"Malaria","MONDO:0005136","embedding","sim=1 rank=1 label='malaria'"
"Malaria","MONDO:0005249","embedding","sim=0.9007 rank=2 label='pneumonia'"
"Malaria","MONDO:0005260","embedding","sim=0.8787 rank=8 label='autism'"
"Malaria","MONDO:0018076","embedding","sim=0.9003 rank=3 label='tuberculosis'"
"Malaria","MONDO:0029000","embedding","sim=0.896 rank=4 label='poisoning'"
"Male infertility","EFO:0004803","embedding","sim=0.8842 rank=10 label='male fertility'"
"Male infertility","EFO:0021795","embedding","sim=0.9308 rank=3 label='tubal factor infertility'"
"Male infertility","HP:0008209","embedding","sim=0.8842 rank=9 label='Premature ovarian insufficiency'"
"Male infertility","MONDO:0001416","embedding","sim=0.9099 rank=7 label='female reproductive organ cancer'"
"Male infertility","MONDO:0002263","embedding","sim=0.9135 rank=6 label='female reproductive system disorder'"
"Male infertility","MONDO:0003150","embedding","sim=0.9199 rank=4 label='male reproductive system disorder'"
"Male infertility","MONDO:0005372","embedding","sim=1 rank=1 label='male infertility'"
"Male infertility","MONDO:0005558","embedding","sim=0.8883 rank=8 label='ovarian disorder'"
"Male infertility","MONDO:0005836","embedding","sim=0.9164 rank=5 label='male reproductive organ cancer'"
"Male infertility","MONDO:0021124","embedding","sim=0.9929 rank=2 label='female infertility'"
"Malignant neoplasm of bone and articular cartilage","MONDO:0000654","embedding","sim=0.9406 rank=4 label='benign connective and soft tissue neoplasm'"
"Malignant neoplasm of bone and articular cartilage","MONDO:0005070","",""
"Malignant neoplasm of bone and articular cartilage","MONDO:0006295","embedding","sim=0.9409 rank=3 label='malignant urinary system neoplasm'"
"Malignant neoplasm of bone and articular cartilage","MONDO:0009831","embedding","sim=0.9394 rank=6 label='malignant pancreatic neoplasm'"
"Malignant neoplasm of bone and articular cartilage","MONDO:0018364","embedding","sim=0.9386 rank=7 label='malignant epithelial tumor of ovary'"
"Malignant neoplasm of bone and articular cartilage","MONDO:0021063","embedding","sim=0.9351 rank=9 label='malignant colon neoplasm'"
"Malignant neoplasm of bone and articular cartilage","MONDO:0021506","embedding","sim=0.9366 rank=8 label='benign neoplasm of spinal cord'"
"Malignant neoplasm of bone and articular cartilage","MONDO:0024470","embedding","sim=0.9394 rank=5 label='benign chondrogenic neoplasm'"
"Malignant neoplasm of bone and articular cartilage","MONDO:0024881","embedding","sim=0.9345 rank=10 label='secondary malignant neoplasm'"
"Malignant neoplasm of bone and articular cartilage","MONDO:0044334","embedding","sim=0.9417 rank=2 label='connective and soft tissue neoplasm'"
"Malignant neoplasm of bone and articular cartilage","MONDO:0044919","embedding","sim=0.948 rank=1 label='malignant renal pelvis neoplasm'"
"Malignant skin melanoma","EFO:0009093","embedding","sim=0.9294 rank=4 label='choroidal melanoma'"
"Malignant skin melanoma","EFO:0009260","embedding","sim=0.9279 rank=5 label='non-melanoma skin carcinoma'"
"Malignant skin melanoma","MONDO:0002656","embedding","sim=0.9134 rank=10 label='skin carcinoma'"
"Malignant skin melanoma","MONDO:0005012","embedding","sim=0.961 rank=1 label='cutaneous melanoma'"
"Malignant skin melanoma","MONDO:0005105","embedding","sim=0.9354 rank=3 label='melanoma'"
"Malignant skin melanoma","MONDO:0005112","embedding","sim=0.9201 rank=7 label='malignant pleural mesothelioma'"
"Malignant skin melanoma","MONDO:0006486","embedding","sim=0.9184 rank=8 label='uveal melanoma'"
"Malignant skin melanoma","MONDO:0009831","embedding","sim=0.9184 rank=9 label='malignant pancreatic neoplasm'"
"Malignant skin melanoma","MONDO:0021063","embedding","sim=0.9276 rank=6 label='malignant colon neoplasm'"
"Malignant skin melanoma","MONDO:0100342","embedding","sim=0.952 rank=2 label='malignant glioma'"
"Maternal abortion and miscarriage","EFO:0009408","embedding","sim=0.8751 rank=3 label='abnormal vaginal discharge smell'"
"Maternal abortion and miscarriage","EFO:0009409","embedding","sim=0.8731 rank=4 label='abnormal vaginal discharge itching'"
"Maternal abortion and miscarriage","EFO:0009438","embedding","sim=0.8799 rank=2 label='number of pregnancies measurement'"
"Maternal abortion and miscarriage","EFO:0009638","embedding","sim=0.8609 rank=9 label='spontaneous labor and birth'"
"Maternal abortion and miscarriage","EFO:0009816","embedding","sim=0.8673 rank=5 label='perineal laceration during delivery'"
"Maternal abortion and miscarriage","EFO:1001491","",""
"Maternal abortion and miscarriage","HP:0005268","embedding","sim=0.9439 rank=1 label='Miscarriage'"
"Maternal abortion and miscarriage","HP:0031456","embedding","sim=0.8644 rank=7 label='Ectopic pregnancy'"
"Maternal abortion and miscarriage","MONDO:0001410","embedding","sim=0.8658 rank=6 label='postmenopausal atrophic vaginitis'"
"Maternal abortion and miscarriage","MONDO:0001780","embedding","sim=0.8628 rank=8 label='premature ejaculation'"
"Maternal abortion and miscarriage","MONDO:0005566","embedding","sim=0.8609 rank=10 label='neonatal abstinence syndrome'"
"Maternal deaths aggravated by HIV/AIDS","EFO:0020933","embedding","sim=0.9012 rank=4 label='HIV resevoir measurement'"
"Maternal deaths aggravated by HIV/AIDS","EFO:0021948","embedding","sim=0.8989 rank=6 label='HERV-H LTR-associating protein 2 measurement'"
"Maternal deaths aggravated by HIV/AIDS","EFO:0801992","embedding","sim=0.9013 rank=3 label='recQ-mediated genome instability protein 1 measurement'"
"Maternal deaths aggravated by HIV/AIDS","MONDO:0012268","",""
"Maternal deaths aggravated by HIV/AIDS","OBA:2040001","embedding","sim=0.898 rank=9 label='trait in response to zileuton'"
"Maternal deaths aggravated by HIV/AIDS","OBA:2041501","embedding","sim=0.8978 rank=10 label='level of ELKS/Rab6-interacting/CAST family member 1 in blood serum'"
"Maternal deaths aggravated by HIV/AIDS","OBA:2041873","embedding","sim=0.903 rank=2 label='level of HERV-H LTR-associating protein 3 in blood serum'"
"Maternal deaths aggravated by HIV/AIDS","OBA:2043279","embedding","sim=0.8989 rank=5 label='level of RecQ-mediated genome instability protein 1 in blood serum'"
"Maternal deaths aggravated by HIV/AIDS","OBA:2044118","embedding","sim=0.8981 rank=8 label='level of vesicle transport through interaction with t-SNAREs homolog 1A in blood serum'"
"Maternal deaths aggravated by HIV/AIDS","OBA:2044826","embedding","sim=0.903 rank=1 label='level of HUWE1-associated protein modifying stress responses in blood serum'"
"Maternal deaths aggravated by HIV/AIDS","OBA:2053298","embedding","sim=0.8986 rank=7 label='BLVRB/HAGH protein level ratio in blood'"
"Maternal disorders","EFO:0008111","embedding","sim=0.9124 rank=3 label='diet measurement'"
"Maternal disorders","MONDO:0001176","embedding","sim=0.9109 rank=5 label='lens disorder'"
"Maternal disorders","MONDO:0002436","embedding","sim=0.9104 rank=6 label='nasal disorder'"
"Maternal disorders","MONDO:0002657","embedding","sim=0.9093 rank=7 label='breast disorder'"
"Maternal disorders","MONDO:0004298","embedding","sim=0.9092 rank=8 label='stomach disorder'"
"Maternal disorders","MONDO:0005385","embedding","sim=0.9123 rank=4 label='vascular disorder'"
"Maternal disorders","MONDO:0006999","embedding","sim=0.9089 rank=9 label='tooth disorder'"
"Maternal disorders","MONDO:0021146","embedding","sim=0.9086 rank=10 label='headache disorder'"
"Maternal disorders","MONDO:0024575","embedding","sim=0.9311 rank=1 label='pregnancy disorder'"
"Maternal disorders","MONDO:0024654","embedding","sim=0.9165 rank=2 label='skull disorder'"
"Maternal hemorrhage","EFO:0000551","embedding","sim=0.9405 rank=8 label='intracranial hemorrhage'"
"Maternal hemorrhage","EFO:0008626","embedding","sim=0.9389 rank=10 label='vitreous hemorrhage'"
"Maternal hemorrhage","EFO:0009579","embedding","sim=0.9554 rank=2 label='postpartum hemorrhage'"
"Maternal hemorrhage","EFO:0020921","embedding","sim=0.9457 rank=6 label='hemorrhagic stroke'"
"Maternal hemorrhage","HP:0000573","embedding","sim=0.9463 rank=5 label='Retinal hemorrhage'"
"Maternal hemorrhage","HP:0025328","embedding","sim=0.9489 rank=4 label='Antepartum hemorrhage'"
"Maternal hemorrhage","HP:0100309","embedding","sim=0.9506 rank=3 label='Subdural hemorrhage'"
"Maternal hemorrhage","MONDO:0002243","embedding","sim=0.9454 rank=7 label='hemorrhagic disease'"
"Maternal hemorrhage","MONDO:0013792","embedding","sim=0.9389 rank=9 label='intracerebral hemorrhage'"
"Maternal hemorrhage","MP:0001914","embedding","sim=0.9711 rank=1 label='hemorrhage'"
"Maternal hypertensive disorders","EFO:0010675","embedding","sim=0.9303 rank=10 label='chronic venous hypertension'"
"Maternal hypertensive disorders","EFO:0803365","embedding","sim=0.9309 rank=9 label='dietary approaches to stop hypertension diet'"
"Maternal hypertensive disorders","EFO:1002006","embedding","sim=0.936 rank=8 label='treatment-resistant hypertension'"
"Maternal hypertensive disorders","HP:0008071","embedding","sim=0.9737 rank=1 label='Maternal hypertension'"
"Maternal hypertensive disorders","MONDO:0001134","embedding","sim=0.9582 rank=2 label='essential hypertension'"
"Maternal hypertensive disorders","MONDO:0001200","embedding","sim=0.9464 rank=4 label='secondary hypertension'"
"Maternal hypertensive disorders","MONDO:0005044","embedding","sim=0.9444 rank=5 label='hypertensive disorder'"
"Maternal hypertensive disorders","MONDO:0005080","embedding","sim=0.9564 rank=3 label='portal hypertension'"
"Maternal hypertensive disorders","MONDO:0005149","embedding","sim=0.9423 rank=6 label='pulmonary hypertension'"
"Maternal hypertensive disorders","MONDO:0006875","embedding","sim=0.9367 rank=7 label='ocular hypertension'"
"Maternal obstructed labor and uterine rupture","EFO:0009816","embedding","sim=0.9034 rank=7 label='perineal laceration during delivery'"
"Maternal obstructed labor and uterine rupture","EFO:0021423","embedding","sim=0.9073 rank=5 label='family history of uterine fibroids'"
"Maternal obstructed labor and uterine rupture","EFO:1001864","embedding","sim=0.9094 rank=3 label='uterine prolapse'"
"Maternal obstructed labor and uterine rupture","HP:0008209","embedding","sim=0.9111 rank=2 label='Premature ovarian insufficiency'"
"Maternal obstructed labor and uterine rupture","MONDO:0001410","embedding","sim=0.901 rank=9 label='postmenopausal atrophic vaginitis'"
"Maternal obstructed labor and uterine rupture","MONDO:0002674","embedding","sim=0.8921 rank=10 label='stricture or kinking of ureter'"
"Maternal obstructed labor and uterine rupture","MONDO:0006736","embedding","sim=0.9038 rank=6 label='dysplasia of cervix'"
"Maternal obstructed labor and uterine rupture","MONDO:0012511","embedding","sim=0.927 rank=1 label='preterm premature rupture of the membranes'"
"Maternal obstructed labor and uterine rupture","MONDO:0021230","embedding","sim=0.9093 rank=4 label='uterine cervix neoplasm'"
"Maternal obstructed labor and uterine rupture","MONDO:0042487","embedding","sim=0.9032 rank=8 label='uterine cervix carcinoma in situ'"
"Maternal sepsis and other maternal infections","EFO:0000544","",""
"Maternal sepsis and other maternal infections","EFO:0004888","embedding","sim=0.896 rank=5 label='post operative nausea and vomiting'"
"Maternal sepsis and other maternal infections","EFO:0006519","embedding","sim=0.8879 rank=10 label='MMR-related febrile seizures'"
"Maternal sepsis and other maternal infections","EFO:0009265","embedding","sim=0.9056 rank=3 label='nausea and vomiting of pregnancy severity measurement'"
"Maternal sepsis and other maternal infections","EFO:0022939","embedding","sim=0.8947 rank=6 label='labor and delivery complications'"
"Maternal sepsis and other maternal infections","HP:0040187","embedding","sim=0.9188 rank=2 label='Neonatal sepsis'"
"Maternal sepsis and other maternal infections","HP:0100806","",""
"Maternal sepsis and other maternal infections","MONDO:0000989","embedding","sim=0.8915 rank=7 label='mumps infectious disease'"
"Maternal sepsis and other maternal infections","MONDO:0005229","embedding","sim=0.9345 rank=1 label='bacterial infectious disease with sepsis'"
"Maternal sepsis and other maternal infections","MONDO:0006663","embedding","sim=0.9018 rank=4 label='perinatal asphyxia'"
"Maternal sepsis and other maternal infections","MONDO:0021678","embedding","sim=0.8891 rank=9 label='gram-negative bacterial infections'"
"Maternal sepsis and other maternal infections","MONDO:0021679","embedding","sim=0.8906 rank=8 label='gram-positive bacterial infections'"
"Measles","EFO:0007743","embedding","sim=0.8614 rank=4 label='influenza A severity measurement'"
"Measles","EFO:0008414","",""
"Measles","EFO:0009180","embedding","sim=0.8592 rank=6 label='rosacea severity measurement'"
"Measles","EFO:0009342","",""
"Measles","EFO:0009355","",""
"Measles","EFO:1001418","embedding","sim=0.8534 rank=10 label='Salmonella Infections'"
"Measles","MONDO:0000989","embedding","sim=0.8893 rank=2 label='mumps infectious disease'"
"Measles","MONDO:0004619","embedding","sim=1 rank=1 label='measles'"
"Measles","MONDO:0006604","embedding","sim=0.8571 rank=7 label='rosacea'"
"Measles","MONDO:0006672","embedding","sim=0.8606 rank=5 label='balanitis'"
"Measles","MONDO:0019632","embedding","sim=0.8645 rank=3 label='Lyme disease'"
"Measles","MONDO:0020950","embedding","sim=0.8545 rank=9 label='viral eye infection'"
"Measles","MONDO:0043885","embedding","sim=0.8564 rank=8 label='eye infectious disorder'"
"Meningitis","EFO:0008411","",""
"Meningitis","MONDO:0002471","embedding","sim=0.8959 rank=8 label='bursitis'"
"Meningitis","MONDO:0002508","embedding","sim=0.9145 rank=7 label='gingivitis'"
"Meningitis","MONDO:0004796","embedding","sim=0.9701 rank=3 label='infectious meningitis'"
"Meningitis","MONDO:0005832","embedding","sim=0.8934 rank=10 label='lymphangitis'"
"Meningitis","MONDO:0006042","embedding","sim=0.9205 rank=6 label='meningeal tuberculosis'"
"Meningitis","MONDO:0006670","embedding","sim=0.9718 rank=2 label='bacterial meningitis'"
"Meningitis","MONDO:0006913","",""
"Meningitis","MONDO:0007015","embedding","sim=0.97 rank=4 label='viral meningitis'"
"Meningitis","MONDO:0016642","embedding","sim=0.9299 rank=5 label='meningioma'"
"Meningitis","MONDO:0021108","embedding","sim=1 rank=1 label='meningitis'"
"Meningitis","MONDO:0043579","embedding","sim=0.8941 rank=9 label='enteritis'"
"Mesothelioma","EFO:0020565","embedding","sim=0.9119 rank=4 label='mesothelin measurement'"
"Mesothelioma","HP:0000999","embedding","sim=0.8967 rank=9 label='Pyoderma'"
"Mesothelioma","MONDO:0001700","embedding","sim=0.8945 rank=10 label='megaloblastic anemia'"
"Mesothelioma","MONDO:0002013","embedding","sim=0.899 rank=7 label='lymphangioma'"
"Mesothelioma","MONDO:0002183","embedding","sim=0.8994 rank=6 label='enthesopathy'"
"Mesothelioma","MONDO:0003308","embedding","sim=0.9544 rank=2 label='pleural mesothelioma'"
"Mesothelioma","MONDO:0005065","embedding","sim=1 rank=1 label='mesothelioma'"
"Mesothelioma","MONDO:0005112","embedding","sim=0.9334 rank=3 label='malignant pleural mesothelioma'"
"Mesothelioma","MONDO:0006530","embedding","sim=0.9047 rank=5 label='cholesteatoma'"
"Mesothelioma","MONDO:0018907","embedding","sim=0.8972 rank=8 label='craniopharyngioma'"
"Migraine","EFO:0005762","embedding","sim=0.8619 rank=5 label='neuropathic pain'"
"Migraine","EFO:0009847","embedding","sim=0.8551 rank=8 label='dizziness'"
"Migraine","EFO:0009939","",""
"Migraine","HP:0000265","embedding","sim=0.8527 rank=10 label='Mastoiditis'"
"Migraine","HP:0012199","embedding","sim=0.8631 rank=4 label='Cluster headache'"
"Migraine","MONDO:0005090","embedding","sim=0.8616 rank=6 label='schizophrenia'"
"Migraine","MONDO:0005277","embedding","sim=0.964 rank=1 label='migraine disorder'"
"Migraine","MONDO:0005475","embedding","sim=0.9267 rank=2 label='migraine with aura'"
"Migraine","MONDO:0006849","embedding","sim=0.8597 rank=7 label='mastitis'"
"Migraine","MONDO:0011847","",""
"Migraine","MONDO:0100431","embedding","sim=0.9214 rank=3 label='migraine without aura'"
"Migraine","OBA:2001026","embedding","sim=0.8527 rank=9 label='age of onset of migraine disorder'"
"Migraine","OBA:2001027","",""
"Migraine","OBA:2001028","",""
"Motor neuron disease","EFO:0004149","embedding","sim=0.8982 rank=6 label='neuropathy'"
"Motor neuron disease","MONDO:0000001","",""
"Motor neuron disease","MONDO:0001834","embedding","sim=0.8928 rank=8 label='visual pathway disorder'"
"Motor neuron disease","MONDO:0002098","embedding","sim=0.8906 rank=9 label='facial nerve disorder'"
"Motor neuron disease","MONDO:0002602","embedding","sim=0.9048 rank=5 label='central nervous system disorder'"
"Motor neuron disease","MONDO:0003620","embedding","sim=0.9081 rank=4 label='peripheral nervous system disorder'"
"Motor neuron disease","MONDO:0005244","embedding","sim=0.9083 rank=2 label='peripheral neuropathy'"
"Motor neuron disease","MONDO:0005379","embedding","sim=0.8971 rank=7 label='neurotic disorder'"
"Motor neuron disease","MONDO:0019056","embedding","sim=0.9083 rank=3 label='neuromuscular disease'"
"Motor neuron disease","MONDO:0020128","embedding","sim=0.9809 rank=1 label='motor neuron disorder'"
"Motor neuron disease","MONDO:0024619","embedding","sim=0.8886 rank=10 label='central nervous system infectious disorder'"
"Multidrug-resistant tuberculosis without extensive drug resistance","EFO:0005257","embedding","sim=0.8788 rank=6 label='response to anthracycline-based chemotherapy'"
"Multidrug-resistant tuberculosis without extensive drug resistance","EFO:0005260","embedding","sim=0.8761 rank=7 label='response to antimicrotubule agent'"
"Multidrug-resistant tuberculosis without extensive drug resistance","EFO:0007918","embedding","sim=0.8852 rank=4 label='response to anti-tuberculosis drug'"
"Multidrug-resistant tuberculosis without extensive drug resistance","EFO:0007943","embedding","sim=0.8753 rank=8 label='response to platinum-based neoadjuvant chemotherapy'"
"Multidrug-resistant tuberculosis without extensive drug resistance","EFO:0008537","embedding","sim=0.8745 rank=10 label='anti-topoisomerase-I-antibody-positive systemic scleroderma'"
"Multidrug-resistant tuberculosis without extensive drug resistance","EFO:0020001","",""
"Multidrug-resistant tuberculosis without extensive drug resistance","EFO:0802760","embedding","sim=0.8989 rank=2 label='multidrug resistance-associated protein 6 measurement'"
"Multidrug-resistant tuberculosis without extensive drug resistance","EFO:1002006","embedding","sim=0.8875 rank=3 label='treatment-resistant hypertension'"
"Multidrug-resistant tuberculosis without extensive drug resistance","MONDO:0018076","",""
"Multidrug-resistant tuberculosis without extensive drug resistance","MONDO:0018469","embedding","sim=0.9023 rank=1 label='pulmonary non-tuberculous mycobacterial infection'"
"Multidrug-resistant tuberculosis without extensive drug resistance","MONDO:0044765","embedding","sim=0.8797 rank=5 label='steroid-resistant nephrotic syndrome'"
"Multidrug-resistant tuberculosis without extensive drug resistance","OBA:2040015","embedding","sim=0.875 rank=9 label='trait in response to bleomycin'"
"Multiple myeloma","EFO:0004251","embedding","sim=0.877 rank=8 label='myeloproliferative disorder'"
"Multiple myeloma","HP:0002196","embedding","sim=0.9015 rank=2 label='Myelopathy'"
"Multiple myeloma","MONDO:0004643","embedding","sim=0.883 rank=6 label='myeloid leukemia'"
